,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,income_per_person,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,income_level_poor,income_level_mid,income_level_upper-mid,income_level_rich,median_house_value
4600,-118.27,34.04,13.0,1784.0,435.0,2158.0,682.0,1.7038,2.6158357771260996,3.164222873900293,0.0007895273401297497,True,False,False,False,False,True,False,False,False,118100.0
4601,-118.27,34.05,24.0,323.0,214.0,751.0,189.0,1.8304,1.708994708994709,3.9735449735449735,0.00243728362183755,True,False,False,False,False,False,True,False,False,225000.0
4602,-118.27,34.05,12.0,535.0,328.0,1194.0,365.0,1.2012,1.4657534246575343,3.271232876712329,0.0010060301507537688,True,False,False,False,False,True,False,False,False,275000.0
4603,-118.32,34.07,52.0,2156.0,306.0,861.0,311.0,8.8062,6.932475884244373,2.7684887459807075,0.010227874564459932,True,False,False,False,False,False,False,False,True,500001.0
4604,-118.33,34.06,52.0,1841.0,240.0,693.0,218.0,15.0001,8.444954128440367,3.1788990825688073,0.021645165945165946,True,False,False,False,False,False,False,False,True,500001.0
4605,-118.33,34.07,52.0,2248.0,255.0,813.0,265.0,15.0001,8.483018867924528,3.0679245283018868,0.018450307503075032,True,False,False,False,False,False,False,False,True,500001.0
4606,-118.33,34.07,52.0,1482.0,171.0,531.0,161.0,15.0001,9.20496894409938,3.298136645962733,0.028248775894538607,True,False,False,False,False,False,False,False,True,500001.0
4607,-118.34,34.06,52.0,2089.0,309.0,883.0,281.0,7.4574,7.434163701067615,3.1423487544483986,0.008445526613816534,True,False,False,False,False,False,False,True,False,500001.0
4608,-118.34,34.06,52.0,1311.0,310.0,707.0,290.0,3.4812,4.520689655172414,2.4379310344827587,0.004923903818953324,True,False,False,False,False,False,False,True,False,432800.0
4609,-118.29,34.08,49.0,649.0,315.0,987.0,329.0,1.6806,1.972644376899696,3.0,0.0017027355623100305,True,False,False,False,False,True,False,False,False,316700.0
4610,-118.29,34.07,19.0,3013.0,1118.0,2465.0,1008.0,2.5386,2.9890873015873014,2.445436507936508,0.0010298580121703854,True,False,False,False,False,True,False,False,False,290600.0
4611,-118.29,34.06,9.0,1554.0,815.0,1704.0,761.0,2.0185,2.0420499342969776,2.2391590013140603,0.0011845657276995305,True,False,False,False,False,True,False,False,False,141700.0
4612,-118.29,34.07,22.0,492.0,269.0,634.0,261.0,1.6406,1.8850574712643677,2.42911877394636,0.002587697160883281,True,False,False,False,False,False,True,False,False,300000.0
4613,-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,2.2928286852589643,2.649402390438247,0.0008859774436090226,True,False,False,False,False,True,False,False,False,253100.0
4614,-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,2.3435582822085887,3.0061349693251533,0.0004910714285714286,True,False,False,False,False,True,False,False,False,300000.0
4615,-118.3,34.07,31.0,1489.0,664.0,1793.0,556.0,2.4348,2.6780575539568345,3.2248201438848922,0.0013579475738984942,True,False,False,False,False,True,False,False,False,230600.0
4616,-118.3,34.07,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,2.3595178719867,3.0935162094763093,0.0002450356039231493,True,False,False,False,False,True,False,False,False,237500.0
4617,-118.3,34.07,26.0,2107.0,757.0,2660.0,740.0,2.3375,2.847297297297297,3.5945945945945947,0.0008787593984962406,True,False,False,False,False,True,False,False,False,282300.0
4618,-118.3,34.07,36.0,2657.0,738.0,2274.0,723.0,3.425,3.6749654218533885,3.145228215767635,0.0015061565523306947,True,False,False,False,False,True,False,False,False,281700.0
4619,-118.31,34.07,28.0,2362.0,949.0,2759.0,894.0,2.2364,2.6420581655480984,3.086129753914989,0.0008105835447625952,True,False,False,False,False,True,False,False,False,305600.0
4620,-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,4.2912457912457915,2.590909090909091,0.0017035737491877842,True,False,False,False,False,True,False,False,False,350900.0
4621,-118.31,34.07,40.0,2657.0,794.0,2149.0,749.0,2.2653,3.54739652870494,2.869158878504673,0.001054118194509074,True,False,False,False,False,True,False,False,False,445000.0
4622,-118.32,34.07,52.0,2980.0,366.0,967.0,359.0,11.2185,8.300835654596101,2.6935933147632314,0.01160134436401241,True,False,False,False,False,False,False,False,True,500001.0
4623,-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,2.713235294117647,1.0661764705882353,0.006071724137931034,True,False,False,False,False,False,False,True,False,450000.0
4624,-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,4.818627450980392,2.8333333333333335,0.009929584775086505,True,False,False,False,False,False,False,False,True,500001.0
4625,-118.32,34.07,25.0,2740.0,707.0,1420.0,664.0,3.5909,4.126506024096385,2.13855421686747,0.0025288028169014086,True,False,False,False,False,False,True,False,False,404500.0
4626,-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,7.958333333333333,3.808333333333333,0.03282297592997812,True,False,False,False,False,False,False,False,True,500001.0
4627,-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,2.778265642151482,2.4879253567508233,0.0005097065960732407,True,False,False,False,False,True,False,False,False,166700.0
4628,-118.31,34.06,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,2.5533661740558293,2.08128078817734,0.0006700986193293886,True,False,False,False,False,True,False,False,False,412500.0
4629,-118.3,34.07,18.0,3759.0,435.0,3296.0,1462.0,2.2708,2.5711354309165526,2.2544459644322847,0.0006889563106796116,True,False,False,False,False,True,False,False,False,175000.0
4630,-118.31,34.07,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,2.7405541561712847,2.4508816120906802,0.000811031175059952,True,False,False,False,False,True,False,False,False,500001.0
4631,-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,2.1652490886998783,2.1251518833535843,0.001263236134934248,True,False,False,False,False,True,False,False,False,75000.0
4632,-118.31,34.06,34.0,2470.0,1197.0,2326.0,1055.0,1.9038,2.3412322274881516,2.204739336492891,0.0008184866723989682,True,False,False,False,False,True,False,False,False,325000.0
4633,-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,2.6298234139960757,2.4375408763897974,0.00046592433592701905,True,False,False,False,False,True,False,False,False,112500.0
4634,-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,2.1992417860151643,2.459983150800337,0.00032241438356164385,True,False,False,False,False,True,False,False,False,300000.0
4635,-118.3,34.06,43.0,1366.0,740.0,942.0,672.0,1.6953,2.0327380952380953,1.4017857142857142,0.0017996815286624205,True,False,False,False,False,False,True,False,False,150000.0
4636,-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,1.8061224489795917,3.175324675324675,0.00022718375693835815,True,False,False,False,False,True,False,False,False,70000.0
4637,-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,2.2246376811594204,3.7472826086956523,0.00038564176939811454,True,False,False,False,False,True,False,False,False,187500.0
4638,-118.29,34.06,46.0,1759.0,1012.0,2716.0,877.0,2.1637,2.005701254275941,3.096921322690992,0.0007966494845360824,True,False,False,False,False,True,False,False,False,350000.0
4639,-118.3,34.06,47.0,1390.0,872.0,2860.0,827.0,1.468,1.6807738814993953,3.4582829504232167,0.0005132867132867133,True,False,False,False,False,True,False,False,False,137500.0
4640,-118.29,34.06,23.0,2040.0,778.0,2235.0,697.0,1.9309,2.926829268292683,3.206599713055954,0.0008639373601789709,True,False,False,False,False,True,False,False,False,233300.0
4641,-118.3,34.06,33.0,2437.0,1283.0,3906.0,1084.0,2.0332,2.2481549815498156,3.603321033210332,0.0005205325140809012,True,False,False,False,False,True,False,False,False,270000.0
4642,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,2.966292134831461,2.5977528089887643,0.0005252018454440599,True,False,False,False,False,True,False,False,False,475000.0
4643,-118.3,34.06,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,2.2468694096601074,3.32737030411449,0.0004810752688172043,True,False,False,False,False,True,False,False,False,322200.0
4644,-118.31,34.06,24.0,1336.0,453.0,1268.0,426.0,2.8202,3.136150234741784,2.976525821596244,0.0022241324921135645,True,False,False,False,False,False,True,False,False,500001.0
4645,-118.31,34.06,47.0,3038.0,1533.0,4225.0,1472.0,1.6725,2.063858695652174,2.870244565217391,0.0003958579881656805,True,False,False,False,False,True,False,False,False,187500.0
4646,-118.31,34.06,34.0,1848.0,667.0,1351.0,589.0,2.0547,3.1375212224108657,2.293718166383701,0.0015208734270910436,True,False,False,False,False,True,False,False,False,410000.0
4647,-118.31,34.06,52.0,2124.0,756.0,1920.0,756.0,2.1435,2.8095238095238093,2.5396825396825395,0.00111640625,True,False,False,False,False,True,False,False,False,328900.0
4648,-118.31,34.06,31.0,2827.0,1084.0,3107.0,993.0,2.0278,2.8469284994964754,3.1289023162134946,0.0006526552944962987,True,False,False,False,False,True,False,False,False,360000.0
4649,-118.31,34.06,14.0,1559.0,646.0,1639.0,567.0,1.9949,2.749559082892416,2.890652557319224,0.0012171446003660768,True,False,False,False,False,True,False,False,False,380000.0
4650,-118.32,34.05,42.0,3292.0,713.0,2224.0,674.0,3.5517,4.884272997032641,3.2997032640949553,0.0015969874100719423,True,False,False,False,False,True,False,False,False,291500.0
4651,-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,4.125,4.934973637961336,2.906854130052724,0.0024939540507859736,True,False,False,False,False,False,True,False,False,436800.0
4652,-118.32,34.06,36.0,3239.0,722.0,1383.0,612.0,4.5918,5.292483660130719,2.2598039215686274,0.003320173535791757,True,False,False,False,False,False,False,True,False,337000.0
4653,-118.33,34.06,52.0,1368.0,231.0,737.0,248.0,8.3617,5.516129032258065,2.971774193548387,0.011345590230664858,True,False,False,False,False,False,False,False,True,433800.0
4654,-118.33,34.05,48.0,2405.0,527.0,1868.0,502.0,3.375,4.790836653386454,3.7211155378486054,0.001806745182012848,True,False,False,False,False,False,True,False,False,257800.0
4655,-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,2.5284,3.896039603960396,3.2747524752475248,0.001911111111111111,True,False,False,False,False,False,True,False,False,226300.0
4656,-118.33,34.05,45.0,1707.0,519.0,1446.0,466.0,2.1736,3.663090128755365,3.1030042918454934,0.0015031811894882434,True,False,False,False,False,True,False,False,False,171300.0
4657,-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,4.599337748344371,3.2317880794701987,0.0016272540983606558,True,False,False,False,False,True,False,False,False,327300.0
4658,-118.32,34.05,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,2.9171029668411865,3.0366492146596857,0.0005725,True,False,False,False,False,True,False,False,False,250000.0
4659,-118.31,34.05,35.0,1692.0,423.0,1578.0,406.0,2.5313,4.167487684729064,3.8866995073891624,0.0016041191381495562,True,False,False,False,False,True,False,False,False,305800.0
4660,-118.31,34.05,40.0,1667.0,365.0,1161.0,384.0,3.1406,4.341145833333333,3.0234375,0.0027050818260120585,True,False,False,False,False,False,True,False,False,417600.0
4661,-118.3,34.05,44.0,1612.0,650.0,2028.0,593.0,1.9152,2.7183811129848228,3.4198988195615514,0.0009443786982248521,True,False,False,False,False,True,False,False,False,115600.0
4662,-118.3,34.05,42.0,1476.0,610.0,1605.0,545.0,1.721,2.708256880733945,2.944954128440367,0.0010722741433021807,True,False,False,False,False,True,False,False,False,214300.0
4663,-118.31,34.05,42.0,443.0,223.0,582.0,223.0,2.2937,1.9865470852017937,2.609865470852018,0.003941065292096219,True,False,False,False,False,False,False,True,False,350000.0
4664,-118.3,34.05,46.0,1386.0,457.0,1845.0,485.0,2.1414,2.8577319587628867,3.804123711340206,0.001160650406504065,True,False,False,False,False,True,False,False,False,157700.0
4665,-118.3,34.05,31.0,1744.0,720.0,2034.0,633.0,2.2684,2.755134281200632,3.213270142180095,0.0011152409046214357,True,False,False,False,False,True,False,False,False,193800.0
4666,-118.29,34.05,30.0,1417.0,589.0,1615.0,540.0,1.3867,2.6240740740740742,2.990740740740741,0.0008586377708978329,True,False,False,False,False,True,False,False,False,193800.0
4667,-118.29,34.05,34.0,1102.0,435.0,1325.0,439.0,1.5972,2.510250569476082,3.0182232346241458,0.0012054339622641509,True,False,False,False,False,True,False,False,False,168800.0
4668,-118.3,34.05,36.0,1723.0,569.0,1664.0,501.0,1.9323,3.439121756487026,3.3213572854291415,0.0011612379807692307,True,False,False,False,False,True,False,False,False,161100.0
4669,-118.3,34.05,34.0,1453.0,588.0,1987.0,589.0,2.096,2.466893039049236,3.3735144312393888,0.001054856567689985,True,False,False,False,False,True,False,False,False,187500.0
4670,-118.29,34.05,18.0,3585.0,1661.0,5229.0,1534.0,1.847,2.337027379400261,3.408735332464146,0.0003532224134633773,True,False,False,False,False,True,False,False,False,250000.0
4671,-118.29,34.05,11.0,677.0,370.0,1143.0,341.0,2.3864,1.9853372434017595,3.3519061583577714,0.0020878390201224846,True,False,False,False,False,False,True,False,False,350000.0
4672,-118.29,34.05,31.0,2818.0,1252.0,4126.0,1200.0,2.053,2.348333333333333,3.4383333333333335,0.0004975763451284537,True,False,False,False,False,True,False,False,False,229200.0
4673,-118.35,34.08,52.0,1801.0,313.0,714.0,293.0,4.6838,6.146757679180888,2.4368600682593855,0.006559943977591036,True,False,False,False,False,False,False,True,False,479000.0
4674,-118.35,34.07,52.0,2497.0,406.0,1030.0,412.0,4.89,6.060679611650485,2.5,0.00474757281553398,True,False,False,False,False,False,False,True,False,500001.0
4675,-118.35,34.07,52.0,2315.0,356.0,894.0,345.0,4.1328,6.7101449275362315,2.591304347826087,0.004622818791946308,True,False,False,False,False,False,False,True,False,500001.0
4676,-118.34,34.07,52.0,2066.0,319.0,981.0,297.0,5.8632,6.956228956228956,3.303030303030303,0.005976758409785933,True,False,False,False,False,False,False,True,False,450000.0
4677,-118.34,34.08,52.0,1421.0,163.0,495.0,167.0,10.586,8.508982035928144,2.964071856287425,0.021385858585858588,True,False,False,False,False,False,False,False,True,500001.0
4678,-118.34,34.08,52.0,1721.0,195.0,688.0,196.0,15.0001,8.78061224489796,3.510204081632653,0.02180247093023256,True,False,False,False,False,False,False,False,True,500001.0
4679,-118.34,34.07,52.0,1621.0,284.0,588.0,272.0,6.2223,5.959558823529412,2.161764705882353,0.010582142857142856,True,False,False,False,False,False,False,False,True,500001.0
4680,-118.34,34.07,52.0,3421.0,598.0,1203.0,564.0,4.1618,6.065602836879433,2.132978723404255,0.0034595178719867004,True,False,False,False,False,False,False,True,False,500001.0
4681,-118.34,34.08,52.0,2756.0,542.0,971.0,510.0,5.5871,5.403921568627451,1.9039215686274509,0.005753964984552009,True,False,False,False,False,False,False,True,False,500001.0
4682,-118.35,34.08,52.0,2877.0,721.0,1186.0,704.0,3.2645,4.0866477272727275,1.6846590909090908,0.002752529510961214,True,False,False,False,False,False,True,False,False,175000.0
4683,-118.36,34.08,52.0,2373.0,601.0,1135.0,576.0,3.1765,4.119791666666667,1.9704861111111112,0.0027986784140969162,True,False,False,False,False,False,True,False,False,225000.0
4684,-118.36,34.08,52.0,1902.0,488.0,848.0,478.0,2.9621,3.9790794979079496,1.7740585774058577,0.0034930424528301887,True,False,False,False,False,False,False,True,False,175000.0
4685,-118.35,34.07,48.0,890.0,255.0,434.0,232.0,3.6111,3.836206896551724,1.8706896551724137,0.008320506912442396,True,False,False,False,False,False,False,True,False,450000.0
4686,-118.35,34.07,45.0,7803.0,2154.0,3359.0,2041.0,3.3594,3.82312591866732,1.6457618814306711,0.0010001190830604347,True,False,False,False,False,True,False,False,False,287500.0
4687,-118.35,34.07,46.0,1651.0,410.0,512.0,397.0,4.0179,4.158690176322418,1.2896725440806045,0.0078474609375,True,False,False,False,False,False,False,True,False,350000.0
4688,-118.35,34.07,45.0,3312.0,880.0,1157.0,809.0,3.5719,4.093943139678616,1.4301606922126082,0.003087208297320657,True,False,False,False,False,False,False,True,False,500001.0
4689,-118.36,34.07,40.0,1821.0,447.0,777.0,441.0,2.3375,4.129251700680272,1.7619047619047619,0.0030083655083655084,True,False,False,False,False,False,False,True,False,355200.0
4690,-118.36,34.07,48.0,1740.0,360.0,748.0,357.0,4.7019,4.873949579831932,2.0952380952380953,0.00628596256684492,True,False,False,False,False,False,False,True,False,411100.0
4691,-118.37,34.07,50.0,2519.0,435.0,1117.0,516.0,4.3667,4.881782945736434,2.1647286821705425,0.003909310653536257,True,False,False,False,False,False,False,True,False,405600.0
4692,-118.36,34.07,52.0,2046.0,451.0,944.0,435.0,3.4265,4.703448275862069,2.170114942528736,0.003629766949152542,True,False,False,False,False,False,False,True,False,456900.0
4693,-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25,5.736979166666667,2.3411458333333335,0.004727474972191324,True,False,False,False,False,False,False,True,False,486900.0
4694,-118.37,34.07,52.0,2195.0,435.0,884.0,432.0,5.24,5.081018518518518,2.0462962962962963,0.005927601809954751,True,False,False,False,False,False,False,True,False,486400.0
4695,-118.37,34.07,44.0,2703.0,663.0,1045.0,619.0,3.201,4.366720516962843,1.6882067851373181,0.0030631578947368423,True,False,False,False,False,False,False,True,False,287500.0
4696,-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677,4.228937728937729,1.5934065934065933,0.0036410344827586204,True,False,False,False,False,False,False,True,False,453400.0
4697,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,4.250980392156863,1.8352941176470587,0.007326068376068376,True,False,False,False,False,False,False,True,False,474300.0
4698,-118.38,34.08,25.0,4625.0,1307.0,1739.0,1191.0,3.3989,3.8832913518052057,1.4601175482787574,0.0019545140885566417,True,False,False,False,False,False,True,False,False,485000.0
4699,-118.38,34.07,16.0,4814.0,1381.0,1897.0,1209.0,3.3725,3.9818031430934657,1.5690653432588917,0.0017778070637849237,True,False,False,False,False,False,True,False,False,375000.0
4700,-118.38,34.07,21.0,3653.0,956.0,1510.0,890.0,3.5573,4.104494382022472,1.696629213483146,0.0023558278145695364,True,False,False,False,False,False,True,False,False,500001.0
4701,-118.34,34.07,52.0,3175.0,1057.0,1594.0,997.0,3.1766,3.184553660982949,1.5987963891675026,0.001992848180677541,True,False,False,False,False,False,True,False,False,225000.0
4702,-118.35,34.06,52.0,3446.0,1360.0,1768.0,1245.0,2.4722,2.767871485943775,1.4200803212851405,0.0013983031674208145,True,False,False,False,False,True,False,False,False,500001.0
4703,-118.34,34.06,52.0,1314.0,170.0,629.0,214.0,7.1669,6.140186915887851,2.939252336448598,0.011394117647058824,True,False,False,False,False,False,False,False,True,500001.0
4704,-118.34,34.05,52.0,2530.0,458.0,1122.0,449.0,3.9167,5.634743875278397,2.4988864142538976,0.003490819964349376,True,False,False,False,False,False,False,True,False,321600.0
4705,-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,5.4880636604774535,2.1909814323607426,0.004295520581113801,True,False,False,False,False,False,False,True,False,396000.0
4706,-118.34,34.06,52.0,1482.0,336.0,768.0,300.0,3.7167,4.94,2.56,0.004839453125,True,False,False,False,False,False,False,True,False,327300.0
4707,-118.35,34.06,52.0,2837.0,602.0,1164.0,551.0,3.2411,5.1488203266787655,2.1125226860254083,0.002784450171821306,True,False,False,False,False,False,True,False,False,250000.0
4708,-118.35,34.06,48.0,1354.0,279.0,716.0,309.0,3.7167,4.381877022653722,2.3171521035598706,0.005190921787709497,True,False,False,False,False,False,False,True,False,385000.0
4709,-118.35,34.06,52.0,1368.0,322.0,617.0,303.0,5.3819,4.514851485148514,2.036303630363036,0.008722690437601297,True,False,False,False,False,False,False,False,True,440900.0
4710,-118.35,34.05,33.0,2880.0,836.0,1416.0,736.0,2.6781,3.9130434782608696,1.923913043478261,0.001891313559322034,True,False,False,False,False,False,True,False,False,328800.0
4711,-118.35,34.06,48.0,3551.0,826.0,1601.0,827.0,3.2279,4.2938331318016925,1.935912938331318,0.002016177389131793,True,False,False,False,False,False,True,False,False,400000.0
4712,-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,4.503205128205129,1.7772435897435896,0.0029305680793507666,True,False,False,False,False,False,True,False,False,355000.0
4713,-118.36,34.06,52.0,2130.0,455.0,921.0,395.0,2.9605,5.3924050632911396,2.331645569620253,0.003214440825190011,True,False,False,False,False,False,False,True,False,500001.0
4714,-118.37,34.06,52.0,843.0,160.0,333.0,151.0,4.5192,5.582781456953643,2.205298013245033,0.013571171171171171,True,False,False,False,False,False,False,False,True,446000.0
4715,-118.37,34.06,52.0,1608.0,289.0,630.0,252.0,5.5596,6.380952380952381,2.5,0.008824761904761905,True,False,False,False,False,False,False,False,True,500001.0
4716,-118.38,34.06,28.0,2522.0,616.0,991.0,574.0,3.1475,4.393728222996516,1.7264808362369337,0.0031760847628657923,True,False,False,False,False,False,False,True,False,362500.0
4717,-118.38,34.06,29.0,3946.0,1008.0,1676.0,876.0,2.7824,4.504566210045662,1.91324200913242,0.001660143198090692,True,False,False,False,False,True,False,False,False,450000.0
4718,-118.38,34.06,31.0,4345.0,1158.0,1987.0,1070.0,2.8233,4.0607476635514015,1.8570093457943926,0.0014208857574232513,True,False,False,False,False,True,False,False,False,310000.0
4719,-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,4.022012578616352,1.860062893081761,0.0030055790363482673,True,False,False,False,False,False,False,True,False,500000.0
4720,-118.37,34.05,35.0,2457.0,552.0,1159.0,523.0,3.0862,4.6978967495219885,2.216061185468451,0.0026628127696289904,True,False,False,False,False,False,True,False,False,345300.0
4721,-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825,5.465753424657534,3.0639269406392695,0.005700447093889717,True,False,False,False,False,False,False,True,False,278500.0
4722,-118.37,34.05,48.0,1266.0,234.0,539.0,222.0,4.005,5.702702702702703,2.4279279279279278,0.007430426716141002,True,False,False,False,False,False,False,True,False,275000.0
4723,-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883,4.538314176245211,2.3984674329501914,0.002386821086261981,True,False,False,False,False,False,True,False,False,296100.0
4724,-118.37,34.06,52.0,2239.0,423.0,832.0,411.0,5.0858,5.447688564476886,2.024330900243309,0.006112740384615385,True,False,False,False,False,False,False,True,False,470000.0
4725,-118.37,34.05,52.0,2346.0,437.0,1121.0,400.0,4.0583,5.865,2.8025,0.003620249776984835,True,False,False,False,False,False,False,True,False,444300.0
4726,-118.37,34.05,52.0,1563.0,306.0,776.0,308.0,3.625,5.074675324675325,2.5194805194805197,0.0046713917525773195,True,False,False,False,False,False,False,True,False,440900.0
4727,-118.37,34.06,52.0,2402.0,506.0,878.0,464.0,4.0217,5.176724137931035,1.8922413793103448,0.004580523917995444,True,False,False,False,False,False,False,True,False,500001.0
4728,-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824,5.027548209366391,2.005509641873278,0.004646153846153846,True,False,False,False,False,False,False,True,False,322600.0
4729,-118.36,34.05,47.0,1424.0,300.0,632.0,278.0,4.0625,5.122302158273381,2.273381294964029,0.0064280063291139245,True,False,False,False,False,False,False,True,False,295200.0
4730,-118.36,34.05,48.0,1835.0,380.0,956.0,370.0,3.2813,4.95945945945946,2.5837837837837836,0.0034323221757322176,True,False,False,False,False,False,False,True,False,243600.0
4731,-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917,5.128865979381444,2.381443298969072,0.006042640692640692,True,False,False,False,False,False,False,True,False,242000.0
4732,-118.36,34.05,45.0,1879.0,395.0,946.0,409.0,3.3333,4.594132029339853,2.312958435207824,0.0035235729386892175,True,False,False,False,False,False,False,True,False,254700.0
4733,-118.36,34.05,50.0,3518.0,812.0,1724.0,758.0,3.0833,4.641160949868074,2.2744063324538257,0.0017884570765661252,True,False,False,False,False,False,True,False,False,338100.0
4734,-118.38,34.05,52.0,2053.0,480.0,900.0,417.0,3.0707,4.92326139088729,2.158273381294964,0.003411888888888889,True,False,False,False,False,False,False,True,False,417900.0
4735,-118.39,34.05,47.0,1621.0,314.0,724.0,311.0,5.7509,5.212218649517685,2.327974276527331,0.007943232044198894,True,False,False,False,False,False,False,True,False,474100.0
4736,-118.38,34.05,52.0,1004.0,231.0,590.0,226.0,4.2404,4.442477876106195,2.6106194690265485,0.007187118644067797,True,False,False,False,False,False,False,True,False,351000.0
4737,-118.38,34.05,52.0,1241.0,210.0,526.0,214.0,4.4191,5.799065420560748,2.457943925233645,0.008401330798479089,True,False,False,False,False,False,False,True,False,334100.0
4738,-118.38,34.05,49.0,702.0,435.0,458.0,187.0,4.8958,3.7540106951871657,2.449197860962567,0.010689519650655023,True,False,False,False,False,False,False,False,True,333600.0
4739,-118.38,34.05,40.0,2352.0,598.0,1133.0,563.0,3.238,4.177619893428064,2.0124333925399647,0.0028578993821712266,True,False,False,False,False,False,True,False,False,287500.0
4740,-118.38,34.05,35.0,3517.0,879.0,1632.0,784.0,3.0956,4.485969387755102,2.0816326530612246,0.0018968137254901961,True,False,False,False,False,False,True,False,False,500001.0
4741,-118.35,34.05,47.0,2815.0,679.0,1533.0,594.0,2.5806,4.739057239057239,2.580808080808081,0.0016833659491193738,True,False,False,False,False,True,False,False,False,234100.0
4742,-118.35,34.05,44.0,1856.0,493.0,1374.0,469.0,2.0984,3.9573560767590616,2.929637526652452,0.0015272197962154293,True,False,False,False,False,True,False,False,False,158000.0
4743,-118.36,34.05,42.0,1372.0,435.0,674.0,271.0,2.8793,5.062730627306273,2.4870848708487086,0.0042719584569732945,True,False,False,False,False,False,False,True,False,202100.0
4744,-118.36,34.05,45.0,2283.0,435.0,1093.0,475.0,2.5658,4.806315789473684,2.3010526315789472,0.002347483989021043,True,False,False,False,False,False,True,False,False,252000.0
4745,-118.35,34.05,46.0,2149.0,451.0,905.0,443.0,2.8841,4.851015801354402,2.0428893905191874,0.003186850828729282,True,False,False,False,False,False,False,True,False,290800.0
4746,-118.34,34.05,50.0,2009.0,419.0,1130.0,402.0,3.1944,4.997512437810945,2.810945273631841,0.0028269026548672564,True,False,False,False,False,False,True,False,False,213500.0
4747,-118.34,34.05,39.0,975.0,292.0,723.0,285.0,2.2725,3.4210526315789473,2.536842105263158,0.0031431535269709544,True,False,False,False,False,False,False,True,False,140600.0
4748,-118.35,34.05,52.0,1971.0,414.0,1065.0,409.0,3.6435,4.819070904645477,2.6039119804400976,0.00342112676056338,True,False,False,False,False,False,False,True,False,195800.0
4749,-118.34,34.05,52.0,2194.0,504.0,997.0,438.0,2.6654,5.0091324200913245,2.276255707762557,0.0026734202607823472,True,False,False,False,False,False,True,False,False,259400.0
4750,-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,3.734256926952141,3.322418136020151,0.0009598180439727066,True,False,False,False,False,True,False,False,False,172700.0
4751,-118.32,34.04,39.0,1294.0,330.0,1140.0,313.0,2.2554,4.134185303514377,3.642172523961661,0.001978421052631579,True,False,False,False,False,False,True,False,False,165000.0
4752,-118.32,34.04,48.0,1184.0,328.0,953.0,311.0,2.3526,3.807073954983923,3.0643086816720255,0.0024686253934942284,True,False,False,False,False,False,True,False,False,156300.0
4753,-118.33,34.04,31.0,1090.0,251.0,955.0,239.0,2.913,4.560669456066946,3.99581589958159,0.003050261780104712,True,False,False,False,False,False,False,True,False,192500.0
4754,-118.33,34.05,46.0,3015.0,795.0,2300.0,725.0,2.0706,4.158620689655172,3.1724137931034484,0.0009002608695652175,True,False,False,False,False,True,False,False,False,268500.0
4755,-118.33,34.04,52.0,2545.0,401.0,1004.0,372.0,3.6373,6.841397849462366,2.6989247311827955,0.003622808764940239,True,False,False,False,False,False,False,True,False,420000.0
4756,-118.34,34.05,41.0,2099.0,472.0,1369.0,465.0,2.7409,4.513978494623656,2.944086021505376,0.002002118334550767,True,False,False,False,False,False,True,False,False,167100.0
