,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,bedrooms_per_room,population_per_household,rooms_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY
8370,,,,,,,,3.163,137800.0,0.2495256166982922,3.5330882352941178,3.875,1.0,0.0,0.0,0.0
8371,,,,,,,,3.7067,136600.0,0.22650231124807396,3.970149253731343,4.843283582089552,1.0,0.0,0.0,0.0
8372,,,,,,,,3.8056,323800.0,0.2131782945736434,2.169054441260745,4.435530085959885,1.0,0.0,0.0,0.0
8373,,,,,,,,1.2094,157500.0,0.32461311717022845,1.8159437280187574,3.1817116060961315,1.0,0.0,0.0,0.0
8374,,,,,,,,3.1354,164300.0,0.24558240173097728,2.472266244057052,4.394611727416799,1.0,0.0,0.0,0.0
8375,,,,,,,,2.681,147700.0,0.27840670859538785,2.6764214046822743,3.988294314381271,1.0,0.0,0.0,0.0
8376,,,,,,,,2.1587,143800.0,0.3405103668261563,3.4083191850594226,3.193548387096774,1.0,0.0,0.0,0.0
8377,,,,,,,,3.0519,137500.0,0.2874859075535513,3.2099447513812156,3.675414364640884,1.0,0.0,0.0,0.0
8378,,,,,,,,2.8892,159800.0,0.24227093872962338,3.9657894736842105,4.681578947368421,1.0,0.0,0.0,0.0
8379,,,,,,,,3.95,164000.0,0.1979553903345725,3.2815126050420167,4.5210084033613445,1.0,0.0,0.0,0.0
8380,,,,,,,,3.7237,170800.0,0.271505376344086,3.6187290969899664,3.7324414715719065,1.0,0.0,0.0,0.0
8381,,,,,,,,2.7284,146900.0,0.30854605993340734,2.3087971274685817,3.2351885098743267,1.0,0.0,0.0,0.0
8382,,,,,,,,2.8378,170000.0,0.280151433207139,3.3215077605321506,4.099778270509978,1.0,0.0,0.0,0.0
8383,,,,,,,,2.5504,151300.0,0.12277730736663844,2.8832807570977916,3.725552050473186,1.0,0.0,0.0,0.0
8384,,,,,,,,2.6535,177200.0,0.3370473537604457,3.130392156862745,3.1676470588235293,1.0,0.0,0.0,0.0
8385,,,,,,,,4.4038,259400.0,0.19563822963438102,2.6129032258064515,4.571847507331379,1.0,0.0,0.0,0.0
8386,,,,,,,,5.057,246300.0,0.1985964912280702,2.8644688644688645,5.21978021978022,1.0,0.0,0.0,0.0
8387,,,,,,,,3.5833,218800.0,0.22755227552275523,2.2337662337662336,5.279220779220779,1.0,0.0,0.0,0.0
8388,,,,,,,,2.9646,179800.0,0.25914268585131894,2.140655105973025,4.285163776493256,1.0,0.0,0.0,0.0
8389,,,,,,,,4.0179,195800.0,0.220404984423676,3.42560553633218,4.442906574394463,1.0,0.0,0.0,0.0
8390,,,,,,,,2.7464,153100.0,0.29314159292035397,2.6613756613756614,3.8264550264550263,1.0,0.0,0.0,0.0
8391,,,,,,,,2.7712,160900.0,0.28521495980426426,2.2129032258064516,3.6916129032258063,1.0,0.0,0.0,0.0
8392,,,,,,,,2.6823,142500.0,0.2754246398623952,2.6021409455842996,4.148974130240856,1.0,0.0,0.0,0.0
8393,,,,,,,,3.0393,129200.0,0.27222384144564266,2.919753086419753,4.235802469135803,1.0,0.0,0.0,0.0
8394,,,,,,,,3.6583,177300.0,0.26700838769804286,3.393581081081081,3.625,1.0,0.0,0.0,0.0
8395,,,,,,,,4.875,175000.0,0.16666666666666666,5.0,6.9,1.0,0.0,0.0,0.0
8396,,,,,,,,2.2297,262500.0,0.3777056277056277,3.8435754189944134,2.5810055865921786,1.0,0.0,0.0,0.0
8397,,,,,,,,4.1635,163900.0,0.26514486391571557,4.19281045751634,3.7222222222222223,1.0,0.0,0.0,0.0
8398,,,,,,,,2.875,177500.0,0.2476303317535545,3.44839255499154,4.284263959390863,1.0,0.0,0.0,0.0
8399,,,,,,,,2.8438,181700.0,0.26804123711340205,3.8014440433212995,3.851985559566787,1.0,0.0,0.0,0.0
8400,,,,,,,,4.125,174000.0,0.20933014354066987,4.5,5.036144578313253,1.0,0.0,0.0,0.0
8401,,,,,,,,3.3056,156800.0,0.2949640287769784,4.490566037735849,3.746630727762803,1.0,0.0,0.0,0.0
8402,,,,,,,,2.3125,148500.0,0.3171968649147072,4.751173708920188,3.3943661971830985,1.0,0.0,0.0,0.0
8403,,,,,,,,2.3675,149400.0,0.35894039735099337,4.3854033290653005,2.9001280409731116,1.0,0.0,0.0,0.0
8404,,,,,,,,2.68,170000.0,0.30653710247349825,4.202346041055718,3.3196480938416424,1.0,0.0,0.0,0.0
8405,,,,,,,,2.6298,156500.0,0.3076923076923077,4.277310924369748,3.4138655462184873,1.0,0.0,0.0,0.0
8406,,,,,,,,3.4063,152300.0,0.30244941427050054,5.236,3.756,1.0,0.0,0.0,0.0
8407,,,,,,,,2.2679,153900.0,0.3180628272251309,3.880851063829787,3.251063829787234,1.0,0.0,0.0,0.0
8408,,,,,,,,1.7344,146900.0,0.24,3.889830508474576,4.4491525423728815,1.0,0.0,0.0,0.0
8409,,,,,,,,1.9766,162500.0,0.3063209076175041,4.5,3.4277777777777776,1.0,0.0,0.0,0.0
8410,,,,,,,,2.3375,170600.0,0.2823529411764706,4.721925133689839,3.6363636363636362,1.0,0.0,0.0,0.0
8411,,,,,,,,2.8462,149100.0,0.2997932460372157,4.495238095238095,3.454761904761905,1.0,0.0,0.0,0.0
8412,,,,,,,,2.6654,142200.0,0.2831661092530658,4.819383259911894,3.951541850220264,1.0,0.0,0.0,0.0
8413,,,,,,,,2.5547,150400.0,0.2701123595505618,4.516393442622951,3.6475409836065573,1.0,0.0,0.0,0.0
8414,,,,,,,,3.3125,144600.0,0.2704280155642023,5.245210727969349,3.9386973180076628,1.0,0.0,0.0,0.0
8415,,,,,,,,2.182,147500.0,0.2906340521403283,4.708446866485014,4.232970027247957,1.0,0.0,0.0,0.0
8416,,,,,,,,2.4886,160700.0,0.3723175965665236,4.272245762711864,2.961864406779661,1.0,0.0,0.0,0.0
8417,,,,,,,,3.2862,152300.0,0.2306753458096013,3.413526570048309,4.7497584541062805,1.0,0.0,0.0,0.0
8418,,,,,,,,2.8304,143700.0,0.2850489054494644,3.794785534062237,3.611438183347351,1.0,0.0,0.0,0.0
8419,,,,,,,,2.2976,155700.0,0.3181818181818182,3.3186528497409324,3.2487046632124352,1.0,0.0,0.0,0.0
8420,,,,,,,,3.0677,167700.0,0.24847374847374848,3.6341463414634148,4.439024390243903,1.0,0.0,0.0,0.0
8421,,,,,,,,3.01,191900.0,0.2715462610899873,3.0419313850063534,4.010165184243965,1.0,0.0,0.0,0.0
8422,,,,,,,,3.5139,192800.0,0.253823743627094,3.29933110367893,4.591973244147157,1.0,0.0,0.0,0.0
8423,,,,,,,,2.11,223300.0,0.30619469026548674,2.3818722139673105,3.3580980683506687,1.0,0.0,0.0,0.0
8424,,,,,,,,3.1656,204500.0,0.2769403824521935,3.0008984725965857,3.993710691823899,1.0,0.0,0.0,0.0
8425,,,,,,,,3.3558,199600.0,0.2366101694915254,2.608108108108108,3.9864864864864864,1.0,0.0,0.0,0.0
8426,,,,,,,,2.75,239700.0,0.3097507331378299,2.617076326002587,3.5291073738680465,1.0,0.0,0.0,0.0
8427,,,,,,,,3.6167,200000.0,0.31521739130434784,2.5281385281385282,3.186147186147186,1.0,0.0,0.0,0.0
8428,,,,,,,,2.6667,229300.0,0.3096075778078484,2.2874132804757186,3.6620416253716552,1.0,0.0,0.0,0.0
8429,,,,,,,,4.1023,226800.0,0.1876523151909017,3.09765625,4.80859375,1.0,0.0,0.0,0.0
8430,,,,,,,,2.6375,233800.0,0.3145707160669754,1.8969325153374232,3.4441717791411044,1.0,0.0,0.0,0.0
8431,,,,,,,,2.6961,212500.0,0.2958427328391879,2.754742547425474,4.2046070460704605,1.0,0.0,0.0,0.0
8432,,,,,,,,2.8958,245800.0,0.20603015075376885,1.0892857142857142,3.5535714285714284,1.0,0.0,0.0,0.0
8433,,,,,,,,4.4722,218300.0,0.1929637526652452,2.935672514619883,5.485380116959064,1.0,0.0,0.0,0.0
8434,,,,,,,,4.9688,238900.0,0.18325581395348836,2.583756345177665,5.456852791878172,1.0,0.0,0.0,0.0
8435,,,,,,,,5.5255,242700.0,0.20150862068965517,2.8162162162162163,5.0162162162162165,1.0,0.0,0.0,0.0
8436,,,,,,,,4.8611,245600.0,0.19198508853681268,2.7254901960784315,5.259803921568627,1.0,0.0,0.0,0.0
8437,,,,,,,,4.4861,246300.0,0.17787610619469027,2.566326530612245,5.76530612244898,1.0,0.0,0.0,0.0
8438,,,,,,,,4.4474,246900.0,0.19909502262443438,2.7127659574468086,4.702127659574468,1.0,0.0,0.0,0.0
8439,,,,,,,,3.0132,202500.0,0.2230769230769231,3.69811320754717,4.90566037735849,1.0,0.0,0.0,0.0
8440,,,,,,,,3.8,222500.0,0.21435546875,2.7762237762237763,4.773892773892774,1.0,0.0,0.0,0.0
8441,,,,,,,,4.3333,225600.0,0.21652129297075423,2.7990543735224587,4.607565011820331,1.0,0.0,0.0,0.0
8442,,,,,,,,4.74,230000.0,0.20051679586563306,2.9973614775725594,5.105540897097625,1.0,0.0,0.0,0.0
8443,,,,,,,,5.0452,231900.0,0.21715184893784423,3.0982905982905984,5.431623931623932,1.0,0.0,0.0,0.0
8444,,,,,,,,3.9355,227800.0,0.22846441947565543,3.066666666666667,4.296551724137931,1.0,0.0,0.0,0.0
8445,,,,,,,,5.6704,303700.0,0.1624569460390356,2.879432624113475,6.177304964539007,1.0,0.0,0.0,0.0
8446,,,,,,,,5.6482,294800.0,0.16293155663234404,2.8055555555555554,6.551587301587301,1.0,0.0,0.0,0.0
8447,,,,,,,,3.3409,256300.0,0.3102409638554217,1.7352941176470589,3.2549019607843137,1.0,0.0,0.0,0.0
8448,,,,,,,,5.8374,289600.0,0.17734159779614325,2.7397003745318353,5.438202247191011,1.0,0.0,0.0,0.0
8449,,,,,,,,2.7813,231300.0,0.28681375064135456,2.57429718875502,3.9136546184738954,1.0,0.0,0.0,0.0
8450,,,,,,,,3.5234,265000.0,0.25667828106852497,2.7369281045751634,4.220588235294118,1.0,0.0,0.0,0.0
8451,,,,,,,,4.0775,241400.0,0.25332068311195444,2.7705223880597014,3.9328358208955225,1.0,0.0,0.0,0.0
8452,,,,,,,,3.87,264500.0,0.24224177860120427,2.5596153846153844,4.151923076923077,1.0,0.0,0.0,0.0
8453,,,,,,,,2.8512,272800.0,0.2940552016985138,2.435336976320583,3.431693989071038,1.0,0.0,0.0,0.0
8454,,,,,,,,3.0417,237000.0,0.2725899063161076,2.7467144563918757,3.953405017921147,1.0,0.0,0.0,0.0
8455,,,,,,,,4.3187,269700.0,0.22048192771084338,2.3316582914572863,4.1708542713567835,1.0,0.0,0.0,0.0
8456,,,,,,,,4.8409,244000.0,0.21739130434782608,2.5643153526970957,5.105809128630705,1.0,0.0,0.0,0.0
8457,,,,,,,,3.825,235400.0,0.21800486618004866,2.7794117647058822,5.036764705882353,1.0,0.0,0.0,0.0
8458,,,,,,,,4.1,243100.0,0.22965116279069767,3.2446555819477436,4.902612826603326,1.0,0.0,0.0,0.0
8459,,,,,,,,3.9485,230000.0,0.21306818181818182,2.445887445887446,4.571428571428571,1.0,0.0,0.0,0.0
8460,,,,,,,,3.5313,230400.0,0.19039451114922812,3.1067961165048543,5.660194174757281,1.0,0.0,0.0,0.0
8461,,,,,,,,3.267,185400.0,0.29721362229102166,2.6693227091633465,3.860557768924303,1.0,0.0,0.0,0.0
8462,,,,,,,,3.3491,181800.0,0.2549019607843137,3.3213213213213213,3.675675675675676,1.0,0.0,0.0,0.0
8463,,,,,,,,3.2649,202100.0,0.27470461868958107,2.611740473738414,3.835221421215242,1.0,0.0,0.0,0.0
8464,,,,,,,,3.5903,183300.0,0.2765567765567766,3.239057239057239,3.676767676767677,1.0,0.0,0.0,0.0
8465,,,,,,,,2.4741,185700.0,0.3566167132334265,2.3563922942206657,3.447460595446585,1.0,0.0,0.0,0.0
8466,,,,,,,,3.425,193800.0,0.2588347659980898,2.9838709677419355,4.221774193548387,1.0,0.0,0.0,0.0
8467,,,,,,,,2.6689,192300.0,0.36471177944862154,2.181791483113069,2.9295154185022025,1.0,0.0,0.0,0.0
8468,,,,,,,,2.455,192700.0,0.3107818469853695,2.381439894319683,3.543923381770145,1.0,0.0,0.0,0.0
8469,,,,,,,,3.8173,177900.0,0.23957597173144876,3.0242214532871974,4.896193771626297,1.0,0.0,0.0,0.0
8470,,,,,,,,4.2596,181100.0,0.18002081165452655,3.4916201117318435,5.368715083798882,1.0,0.0,0.0,0.0
8471,,,,,,,,4.2083,180500.0,0.22903412377096588,3.119186046511628,5.026162790697675,1.0,0.0,0.0,0.0
8472,,,,,,,,4.2,181300.0,0.20957446808510638,2.9767441860465116,4.372093023255814,1.0,0.0,0.0,0.0
8473,,,,,,,,3.6654,184500.0,0.18047673098751418,3.5588235294117645,5.182352941176471,1.0,0.0,0.0,0.0
8474,,,,,,,,4.5304,181300.0,0.22262413679710621,3.0,4.7515625,1.0,0.0,0.0,0.0
8475,,,,,,,,5.7528,180500.0,0.1853932584269663,3.277056277056277,4.623376623376624,1.0,0.0,0.0,0.0
8476,,,,,,,,3.6625,188000.0,0.2132329883976168,2.890937019969278,4.8986175115207375,1.0,0.0,0.0,0.0
8477,,,,,,,,4.8456,146400.0,0.18821729150726854,3.0684931506849313,5.968036529680365,1.0,0.0,0.0,0.0
8478,,,,,,,,5.0653,158000.0,0.16835443037974684,3.2836879432624113,5.602836879432624,1.0,0.0,0.0,0.0
8479,,,,,,,,4.9615,157800.0,0.177734375,2.8013937282229966,5.351916376306621,1.0,0.0,0.0,0.0
8480,,,,,,,,4.8304,152800.0,0.17096018735362997,3.858695652173913,6.961956521739131,1.0,0.0,0.0,0.0
8481,,,,,,,,2.0437,137200.0,0.261171032357473,3.731808731808732,4.047817047817047,1.0,0.0,0.0,0.0
8482,,,,,,,,3.692,145200.0,0.20122290161200668,3.6422535211267606,5.067605633802817,1.0,0.0,0.0,0.0
8483,,,,,,,,5.3292,155500.0,0.17467248908296942,3.653225806451613,5.540322580645161,1.0,0.0,0.0,0.0
8484,,,,,,,,3.0139,154700.0,0.18606916707257673,3.3105263157894735,5.402631578947369,1.0,0.0,0.0,0.0
8485,,,,,,,,3.7969,169400.0,0.17773788150807898,3.2386363636363638,6.329545454545454,1.0,0.0,0.0,0.0
8486,,,,,,,,3.0147,155100.0,0.25841476655808904,3.55,4.385714285714286,1.0,0.0,0.0,0.0
8487,,,,,,,,2.6182,172600.0,0.3048855905998763,3.06,3.234,1.0,0.0,0.0,0.0
8488,,,,,,,,2.6312,171300.0,0.25380710659898476,2.357142857142857,4.169312169312169,1.0,0.0,0.0,0.0
8489,,,,,,,,2.3043,177500.0,0.2971352431712192,2.45933014354067,3.590909090909091,1.0,0.0,0.0,0.0
8490,,,,,,,,1.7714,159400.0,0.3889437314906219,2.6675,2.5325,1.0,0.0,0.0,0.0
8491,,,,,,,,3.6,208800.0,0.25525410775697366,2.8871715610510047,4.044822256568779,1.0,0.0,0.0,0.0
8492,,,,,,,,3.4,224100.0,0.23324150596877868,3.2442040185471406,5.049459041731066,1.0,0.0,0.0,0.0
8493,,,,,,,,2.9559,173600.0,0.26924643584521385,3.1957928802588995,3.972491909385113,1.0,0.0,0.0,0.0
8494,,,,,,,,3.287,181400.0,0.2845931433292028,2.6151515151515152,3.668181818181818,1.0,0.0,0.0,0.0
8495,,,,,,,,3.0329,207800.0,0.3113207547169811,2.2947903430749683,3.5019059720457433,1.0,0.0,0.0,0.0
8496,,,,,,,,3.285,218100.0,0.2650093808630394,2.423008849557522,3.7734513274336283,1.0,0.0,0.0,0.0
8497,,,,,,,,3.5417,198400.0,0.285,2.7925925925925927,3.45679012345679,1.0,0.0,0.0,0.0
8498,,,,,,,,2.7428,208900.0,0.26520112254443406,2.0303030303030303,4.049242424242424,1.0,0.0,0.0,0.0
8499,,,,,,,,4.2171,218200.0,0.2475583864118896,2.810858143607706,4.1243432574430825,1.0,0.0,0.0,0.0
8500,,,,,,,,3.0739,218600.0,0.2501427755568247,2.804295942720764,4.178997613365155,1.0,0.0,0.0,0.0
8501,,,,,,,,3.3281,237000.0,0.24888799029518804,2.730077120822622,4.2382176520994,1.0,0.0,0.0,0.0
8502,,,,,,,,3.1597,214700.0,0.2296437659033079,2.2205882352941178,4.623529411764705,1.0,0.0,0.0,0.0
8503,,,,,,,,5.0641,234900.0,0.18669527896995708,3.129277566539924,5.315589353612167,1.0,0.0,0.0,0.0
8504,,,,,,,,4.0536,253600.0,0.25552825552825553,2.4454545454545453,3.7,1.0,0.0,0.0,0.0
8505,,,,,,,,3.7375,247700.0,0.26941176470588235,2.7598039215686274,4.166666666666667,1.0,0.0,0.0,0.0
8506,,,,,,,,3.2574,195300.0,0.2470326409495549,2.748447204968944,4.186335403726708,1.0,0.0,0.0,0.0
8507,,,,,,,,2.8445,242100.0,0.23210412147505424,2.7025862068965516,4.636494252873563,1.0,0.0,0.0,0.0
8508,,,,,,,,3.5644,242300.0,0.2771581990912846,2.5400340715502554,4.124361158432709,1.0,0.0,0.0,0.0
8509,,,,,,,,3.5556,238000.0,0.21248066013408973,2.59,4.8475,1.0,0.0,0.0,0.0
8510,,,,,,,,2.3812,237500.0,0.28859060402684567,1.715,3.725,1.0,0.0,0.0,0.0
8511,,,,,,,,3.4792,194700.0,0.2413793103448276,3.2467043314500943,4.532956685499058,1.0,0.0,0.0,0.0
8512,,,,,,,,3.7639,220600.0,0.22300263388937663,2.5240963855421685,4.57429718875502,1.0,0.0,0.0,0.0
8513,,,,,,,,4.1458,231500.0,0.197294776119403,2.8585131894484412,5.141486810551559,1.0,0.0,0.0,0.0
8514,,,,,,,,4.0473,212100.0,0.19736842105263158,2.8556701030927836,5.223367697594502,1.0,0.0,0.0,0.0
8515,,,,,,,,4.1344,210300.0,0.2366456059735784,2.9432624113475176,4.115839243498818,1.0,0.0,0.0,0.0
8516,,,,,,,,3.0526,216400.0,0.24098557692307693,3.21760391198044,4.068459657701712,1.0,0.0,0.0,0.0
8517,,,,,,,,4.2813,210100.0,0.2349585062240664,2.888646288209607,4.209606986899563,1.0,0.0,0.0,0.0
8518,,,,,,,,5.1669,220600.0,0.19384615384615383,2.791164658634538,5.220883534136546,1.0,0.0,0.0,0.0
8519,,,,,,,,4.5053,242000.0,0.20934579439252338,2.5813008130081303,5.436991869918699,1.0,0.0,0.0,0.0
8520,,,,,,,,2.6091,163900.0,0.3004694835680751,3.1782234957020057,3.7839541547277937,1.0,0.0,0.0,0.0
8521,,,,,,,,4.9779,224600.0,0.20793319415448852,2.6551724137931036,4.858012170385395,1.0,0.0,0.0,0.0
8522,,,,,,,,5.5133,227300.0,0.1937269372693727,3.0084745762711864,4.593220338983051,1.0,0.0,0.0,0.0
8523,,,,,,,,4.7426,242700.0,0.18911917098445596,2.4822134387351777,4.5770750988142295,1.0,0.0,0.0,0.0
8524,,,,,,,,4.1776,236600.0,0.19299552906110284,2.7049808429118776,5.14176245210728,1.0,0.0,0.0,0.0
8525,,,,,,,,4.1953,226900.0,0.1920212765957447,2.750700280112045,5.266106442577031,1.0,0.0,0.0,0.0
8526,,,,,,,,5.1874,230800.0,0.18612334801762115,2.9313725490196076,5.934640522875817,1.0,0.0,0.0,0.0
8527,,,,,,,,6.0088,245900.0,0.18561872909698995,3.0247191011235954,5.3752808988764045,1.0,0.0,0.0,0.0
8528,,,,,,,,5.373,244500.0,0.18073878627968337,2.9125295508274234,5.375886524822695,1.0,0.0,0.0,0.0
8529,,,,,,,,2.8777,207900.0,0.2954624177346727,2.74625,3.60875,1.0,0.0,0.0,0.0
8530,,,,,,,,3.4698,225000.0,0.28118939883645766,3.3310104529616726,5.390243902439025,1.0,0.0,0.0,0.0
8531,,,,,,,,4.875,232400.0,0.22629969418960244,3.071129707112971,4.104602510460251,1.0,0.0,0.0,0.0
8532,,,,,,,,3.6486,229000.0,0.24081632653061225,3.1798245614035086,4.298245614035087,1.0,0.0,0.0,0.0
8533,,,,,,,,4.1552,233900.0,0.22241379310344828,3.3306666666666667,4.64,1.0,0.0,0.0,0.0
8534,,,,,,,,2.9551,205000.0,0.25756457564575647,1.9908814589665653,4.11854103343465,1.0,0.0,0.0,0.0
8535,,,,,,,,3.3971,220300.0,0.2546583850931677,2.892116182572614,4.676348547717843,1.0,0.0,0.0,0.0
8536,,,,,,,,4.2829,240000.0,0.2615923009623797,2.8424908424908426,4.186813186813187,1.0,0.0,0.0,0.0
8537,,,,,,,,3.375,228000.0,0.24781849912739964,2.9858490566037736,4.054245283018868,1.0,0.0,0.0,0.0
8538,,,,,,,,5.3169,227600.0,0.22894736842105262,3.6515151515151514,3.8383838383838382,1.0,0.0,0.0,0.0
8539,,,,,,,,4.0727,214000.0,0.2727810650887574,2.6651053864168617,3.9578454332552693,1.0,0.0,0.0,0.0
8540,,,,,,,,3.1325,215000.0,0.24109975326048644,3.3040123456790123,4.378086419753086,1.0,0.0,0.0,0.0
8541,,,,,,,,4.2454,236800.0,0.2217607973421927,3.1434034416826004,4.604206500956023,1.0,0.0,0.0,0.0
8542,,,,,,,,2.65,260800.0,0.24295506473724296,2.685064935064935,4.262987012987013,1.0,0.0,0.0,0.0
8543,,,,,,,,3.2049,267400.0,0.24956063268892795,2.5652866242038215,4.530254777070064,1.0,0.0,0.0,0.0
8544,,,,,,,,2.7981,275000.0,0.2420749279538905,3.240418118466899,4.83623693379791,1.0,0.0,0.0,0.0
8545,,,,,,,,3.9844,230700.0,0.208,2.9820143884892087,4.946043165467626,1.0,0.0,0.0,0.0
8546,,,,,,,,3.0833,232700.0,0.248728094968909,3.3115942028985508,4.2729468599033815,1.0,0.0,0.0,0.0
8547,,,,,,,,4.0737,238200.0,0.25963360707517374,3.1342857142857143,4.522857142857143,1.0,0.0,0.0,0.0
8548,,,,,,,,3.2589,233300.0,0.2524137931034483,2.866279069767442,4.215116279069767,1.0,0.0,0.0,0.0
8549,,,,,,,,4.4,225800.0,0.21897810218978103,2.711864406779661,4.6440677966101696,1.0,0.0,0.0,0.0
8550,,,,,,,,3.2594,233900.0,0.23101467772814294,2.7305699481865284,4.0595854922279795,1.0,0.0,0.0,0.0
8551,,,,,,,,3.35,237500.0,0.2481151473612063,3.248587570621469,4.121468926553672,1.0,0.0,0.0,0.0
8552,,,,,,,,2.425,255000.0,0.21940928270042195,2.480417754569191,4.950391644908616,0.0,0.0,0.0,0.0
8553,,,,,,,,3.9375,270500.0,0.20187793427230047,4.087557603686636,4.907834101382488,0.0,0.0,0.0,0.0
8554,,,,,,,,5.25,247200.0,0.25,2.652173913043478,3.4782608695652173,1.0,0.0,0.0,0.0
8555,,,,,,,,5.9499,345800.0,0.18651066758430832,2.4558303886925796,5.134275618374558,1.0,0.0,0.0,0.0
8556,,,,,,,,4.5987,363800.0,0.2224186704384724,2.458801498127341,5.295880149812734,1.0,0.0,0.0,0.0
8557,,,,,,,,4.7319,376100.0,0.20162381596752368,2.2222222222222223,4.926666666666667,1.0,0.0,0.0,0.0
8558,,,,,,,,5.0596,363900.0,0.18780048076923078,2.3505654281098547,5.376413570274637,1.0,0.0,0.0,0.0
8559,,,,,,,,4.2333,358000.0,0.23436293436293437,2.0396396396396397,4.666666666666667,1.0,0.0,0.0,0.0
8560,,,,,,,,4.5729,337500.0,0.24957264957264957,2.05956678700361,4.223826714801444,1.0,0.0,0.0,0.0
8561,,,,,,,,4.1818,339700.0,0.24065234685759745,2.1566901408450705,4.426056338028169,1.0,0.0,0.0,0.0
8562,,,,,,,,5.2338,358000.0,0.18928322894919972,2.36,5.748,1.0,0.0,0.0,0.0
8563,,,,,,,,3.6389,275000.0,0.27924791086350975,1.9650145772594751,4.186588921282799,1.0,0.0,0.0,0.0
8564,,,,,,,,3.8086,361300.0,0.24197671116160183,1.9947643979057592,4.608638743455497,1.0,0.0,0.0,0.0
8565,,,,,,,,5.0594,346000.0,0.17211597779148674,2.729241877256318,5.851985559566787,1.0,0.0,0.0,0.0
8566,,,,,,,,4.9286,341400.0,0.20247657295850066,2.40327868852459,4.898360655737705,1.0,0.0,0.0,0.0
8567,,,,,,,,4.5743,382200.0,0.21572887247447317,2.323435843054083,4.881230116648992,1.0,0.0,0.0,0.0
8568,,,,,,,,5.5347,500001.0,0.2711249351995853,1.5076923076923077,4.23956043956044,1.0,0.0,0.0,0.0
8569,,,,,,,,5.4088,500001.0,0.24544270833333334,1.696319018404908,4.711656441717792,1.0,0.0,0.0,0.0
8570,,,,,,,,7.3151,492200.0,0.16267763649962602,2.5220417633410674,6.204176334106728,1.0,0.0,0.0,0.0
8571,,,,,,,,7.8924,500001.0,0.16273393002441008,2.453333333333333,6.554666666666667,1.0,0.0,0.0,0.0
8572,,,,,,,,8.468,472100.0,0.17481609692773692,2.7473684210526317,6.081578947368421,1.0,0.0,0.0,0.0
8573,,,,,,,,7.5552,500001.0,0.16470588235294117,2.6381766381766383,5.811965811965812,1.0,0.0,0.0,0.0
8574,,,,,,,,6.6494,500001.0,0.22326732673267327,1.8145363408521302,5.06265664160401,0.0,0.0,0.0,0.0
8575,,,,,,,,5.308,500001.0,0.21890862944162437,1.9470588235294117,4.635294117647059,1.0,0.0,0.0,0.0
8576,,,,,,,,5.9596,500001.0,0.2302725968436155,1.864864864864865,4.70945945945946,1.0,0.0,0.0,0.0
8577,,,,,,,,7.2316,500001.0,0.22408963585434175,2.0453172205438066,4.314199395770393,1.0,0.0,0.0,0.0
8578,,,,,,,,9.0812,500001.0,0.24455611390284757,1.7186440677966102,4.047457627118644,1.0,0.0,0.0,0.0
8579,,,,,,,,6.3861,500001.0,0.1987518002880461,2.0779220779220777,5.41038961038961,1.0,0.0,0.0,0.0
8580,,,,,,,,6.348,500001.0,0.21595133491044272,1.9274873524451939,4.989881956155143,1.0,0.0,0.0,0.0
8581,,,,,,,,5.0497,500001.0,0.22934472934472935,1.6388888888888888,4.875,1.0,0.0,0.0,0.0
8582,,,,,,,,7.9059,477100.0,0.16248256624825663,2.506849315068493,6.5479452054794525,1.0,0.0,0.0,0.0
8583,,,,,,,,6.6321,481500.0,0.1842330762639246,2.538083538083538,5.7346437346437344,1.0,0.0,0.0,0.0
8584,,,,,,,,7.9611,500001.0,0.16814764183185235,2.4138655462184873,6.147058823529412,1.0,0.0,0.0,0.0
8585,,,,,,,,8.1596,500001.0,0.1476257639868359,2.6372549019607843,6.950980392156863,1.0,0.0,0.0,0.0
8586,,,,,,,,8.2037,500001.0,0.16805748725081132,2.3662952646239552,6.008356545961003,1.0,0.0,0.0,0.0
8587,,,,,,,,6.5745,379300.0,0.1856017997750281,2.3461538461538463,5.698717948717949,1.0,0.0,0.0,0.0
8588,,,,,,,,6.3434,460400.0,0.18325434439178515,2.520286396181384,6.042959427207637,1.0,0.0,0.0,0.0
8589,,,,,,,,7.3356,422700.0,0.17936250675310642,2.388535031847134,5.8949044585987265,1.0,0.0,0.0,0.0
8590,,,,,,,,7.1845,438100.0,0.17312348668280872,2.6462585034013606,5.619047619047619,1.0,0.0,0.0,0.0
8591,,,,,,,,5.0299,329200.0,0.16137566137566137,2.853846153846154,5.815384615384615,1.0,0.0,0.0,0.0
8592,,,,,,,,4.4271,336200.0,0.17400881057268722,2.8704453441295548,5.51417004048583,1.0,0.0,0.0,0.0
8593,,,,,,,,4.4211,324000.0,0.18490566037735848,2.644268774703557,5.237154150197629,1.0,0.0,0.0,0.0
8594,,,,,,,,5.5335,342600.0,0.17805383022774326,2.6392405063291138,6.113924050632911,1.0,0.0,0.0,0.0
8595,,,,,,,,5.2999,359400.0,0.18583396801218582,2.585253456221198,6.050691244239632,1.0,0.0,0.0,0.0
8596,,,,,,,,5.6091,356800.0,0.2032640949554896,2.4143763213530653,5.6997885835095135,1.0,0.0,0.0,0.0
